Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1669573122,2022-11-27T18:18:42Z,FDB1715,"38.537704,51.023674",36000,431,1
1669573183,2022-11-27T18:19:43Z,FDB1715,"38.657909,51.025208",36000,428,1
1669573244,2022-11-27T18:20:44Z,FDB1715,"38.779831,51.026672",36000,432,1
1669573308,2022-11-27T18:21:48Z,FDB1715,"38.906479,51.028149",36000,432,1
1669573371,2022-11-27T18:22:51Z,FDB1715,"39.034145,51.029907",36000,432,1
1669573432,2022-11-27T18:23:52Z,FDB1715,"39.155869,51.031673",36000,434,1
1669573493,2022-11-27T18:24:53Z,FDB1715,"39.277985,51.033325",36000,438,1
1669573554,2022-11-27T18:25:54Z,FDB1715,"39.401768,51.035278",36000,438,1
1669573618,2022-11-27T18:26:58Z,FDB1715,"39.529831,51.03656",36000,440,1
1669573681,2022-11-27T18:28:01Z,FDB1715,"39.658783,51.038147",36000,440,1
1669573742,2022-11-27T18:29:02Z,FDB1715,"39.783451,51.039734",36000,442,1
1669573803,2022-11-27T18:30:03Z,FDB1715,"39.90976,51.041584",36000,442,1
1669573864,2022-11-27T18:31:04Z,FDB1715,"40.032272,51.043415",36000,444,1
1669573927,2022-11-27T18:32:07Z,FDB1715,"40.164597,51.045288",36000,447,1
1669573988,2022-11-27T18:33:08Z,FDB1715,"40.289566,51.046997",36000,449,1
